dept,ctc
STREETS & SAN,70408
POLICE,18439
FIRE,77238
POLICE,89646
REVENUE,48576
POLICE,17618
FIRE,89838
FIRE,103704
POLICE,82878
POLICE,77238
FAMILY & SUPPORT,63276
WATER MGMNT,88140
POLICE,15319
FLEET MANAGEMNT,88812
WATER MGMNT,50952
OEMC,59796
FIRE,77238
STREETS & SAN,65894
POLICE,86508
POLICE,95694
POLICE,114498
STREETS & SAN,65894
POLICE,79926
TRANSPORTN,70408
POLICE,77238
WATER MGMNT,61610
POLICE,71040
FIRE,67596
POLICE,82878
CITY CLERK,44280
POLICE,74628
STREETS & SAN,70408
POLICE,95694
POLICE,95694
POLICE,77238
POLICE,79926
OEMC,67656
STREETS & SAN,70408
POLICE,74628
CITY CLERK,61308
POLICE,85278
OEMC,18886
POLICE,77238
AVIATION,70408
STREETS & SAN,61308
PUBLIC LIBRARY,11471
POLICE,82878
FIRE,120228
POLICE,74628
COMMUNITY DEVELOPMENT,93024
POLICE,14487
POLICE,52536
POLICE,15319
POLICE,21268
POLICE,58548
POLICE,15153
POLICE,82878
CITY CLERK,50952
COMPLIANCE,56592
POLICE,82878
STREETS & SAN,65894
HEALTH,58548
POLICE,74628
POLICE,82878
STREETS & SAN,70408
POLICE,74628
AVIATION,96276
AVIATION,60408
HEALTH,88140
POLICE,77238
POLICE,79926
FIRE,89646
POLICE,60918
POLICE,60918
FIRE,77238
POLICE,77238
POLICE,60918
POLICE,95694
BUSINESS AFFAIRS,99144
FIRE,71082
POLICE,74628
POLICE,77238
POLICE,114498
BOARD OF ELECTION,28572
FIRE,83148
FIRE,109614
POLICE,77238
FIRE,67296
CITY CLERK,48576
WATER MGMNT,70408
POLICE,74628
POLICE,79926
POLICE,19313
OEMC,56208
STREETS & SAN,65894
POLICE,74628
POLICE,95694
FIRE,67596
LAW,25152
FIRE,81096
FIRE,114498
WATER MGMNT,97760
POLICE,74628
AVIATION,21258
FIRE,79926
POLICE,79926
POLICE,77238
FIRE,106170
POLICE,77238
POLICE,79926
POLICE,46428
STREETS & SAN,70408
PUBLIC LIBRARY,33216
CITY COUNCIL,25422
FLEET MANAGEMNT,89773
WATER MGMNT,84032
GENERAL SERVICES,84032
WATER MGMNT,93840
POLICE,83562
POLICE,77238
POLICE,15319
STREETS & SAN,65894
POLICE,74628
LAW,55308
LAW,65196
FIRE,71082
TRANSPORTN,91208
FLEET MANAGEMNT,100048
OEMC,18886
AVIATION,61610
POLICE,79926
POLICE,95694
STREETS & SAN,65894
STREETS & SAN,70408
POLICE,95694
POLICE,77238
OEMC,77280
PUBLIC LIBRARY,47424
FAMILY & SUPPORT,9516
PUBLIC LIBRARY,11471
POLICE,79926
POLICE,14633
STREETS & SAN,65894
POLICE,79926
POLICE,80862
LAW,25152
STREETS & SAN,70408
POLICE,124542
POLICE,74628
POLICE,79926
POLICE,98766
POLICE,82878
TRANSPORTN,84968
POLICE,74628
POLICE,82878
PUBLIC LIBRARY,67296
POLICE,79926
STREETS & SAN,65894
POLICE,77238
POLICE,71040
POLICE,74628
POLICE,98766
STREETS & SAN,65894
WATER MGMNT,73216
POLICE,79926
POLICE,71040
AVIATION,38584
AVIATION,56208
WATER MGMNT,74880
POLICE,98766
PROCUREMENT,55872
POLICE,21268
STREETS & SAN,83940
GENERAL SERVICES,84032
POLICE,89646
HEALTH,88596
POLICE,79926
FAMILY & SUPPORT,8580
POLICE,77238
OEMC,44568
POLICE,77238
POLICE,77238
POLICE,79926
POLICE,79926
POLICE,77238
POLICE,98766
POLICE,77238
FAMILY & SUPPORT,88140
POLICE,42264
STREETS & SAN,70408
GENERAL SERVICES,40019
OEMC,18886
STREETS & SAN,74110
BUILDINGS,93840
POLICE,74628
POLICE,74628
STREETS & SAN,65894
FAMILY & SUPPORT,64248
POLICE,77238
FINANCE,73932
POLICE,74628
FIRE,79926
FIRE,67596
POLICE,71040
POLICE,89646
POLICE,74628
CITY COUNCIL,70512
FAMILY & SUPPORT,64248
AVIATION,89752
CITY CLERK,73848
POLICE,79926
STREETS & SAN,70408
FIRE,98766
POLICE,77292
POLICE,16806
AVIATION,38584
POLICE,79926
FIRE,67596
CITY COUNCIL,80052
AVIATION,53628
FIRE,131406
AVIATION,70408
POLICE,89646
WATER MGMNT,95680
POLICE,86508
AVIATION,61506
POLICE,77238
POLICE,86508
GENERAL SERVICES,84032
CITY COUNCIL,32760
POLICE,71040
HEALTH,55872
POLICE,79926
POLICE,79926
PUBLIC LIBRARY,11471
WATER MGMNT,74256
FIRE,74628
FIRE,83148
POLICE,101958
POLICE,16047
FIRE,67596
TRANSPORTN,91208
POLICE,61692
POLICE,74628
FIRE,81096
FIRE,86508
POLICE,82878
POLICE,92778
POLICE,82878
POLICE,77238
POLICE,79926
STREETS & SAN,70408
POLICE,83562
POLICE,77238
FIRE,74628
FIRE,104604
POLICE,74628
STREETS & SAN,111420
COMMUNITY DEVELOPMENT,69684
POLICE,82878
POLICE,74628
POLICE,82878
POLICE,77238
POLICE,95694
PUBLIC LIBRARY,11471
POLICE,74628
AVIATION,21258
WATER MGMNT,73216
POLICE,74628
POLICE,74628
FLEET MANAGEMNT,89773
POLICE,92778
POLICE,95694
STREETS & SAN,71469
FAMILY & SUPPORT,65172
FIRE,80862
FIRE,78354
LAW,93840
STREETS & SAN,106884
STREETS & SAN,65894
PUBLIC LIBRARY,80808
FIRE,107064
FIRE,98766
FIRE,131406
POLICE,71040
WATER MGMNT,82638
HEALTH,67296
OEMC,74208
LAW,25152
STREETS & SAN,70408
POLICE,16047
BUILDINGS,96276
STREETS & SAN,70408
AVIATION,21258
FIRE,81096
FAMILY & SUPPORT,80916
FIRE,80214
WATER MGMNT,93808
WATER MGMNT,86986
POLICE,85278
POLICE,77238
PUBLIC LIBRARY,14706
GENERAL SERVICES,89364
BOARD OF ELECTION,118404
AVIATION,77280
TRANSPORTN,70380
POLICE,82878
COMMUNITY DEVELOPMENT,92100
POLICE,74628
POLICE,82878
FIRE,147438
POLICE,98766
STREETS & SAN,65894
POLICE,74628
BUILDINGS,93840
POLICE,77238
HEALTH,64248
ANIMAL CONTRL,52824
POLICE,77238
FIRE,107820
POLICE,71040
FIRE,83922
HUMAN RESOURCES,72852
HEALTH,82404
WATER MGMNT,70408
POLICE,85278
POLICE,95694
WATER MGMNT,70408
TRANSPORTN,73216
POLICE,79926
POLICE,16047
POLICE,79926
LAW,61308
POLICE,77238
FAMILY & SUPPORT,8580
PUBLIC LIBRARY,49452
BOARD OF ELECTION,62340
FIRE,81096
POLICE,50952
AVIATION,70408
FAMILY & SUPPORT,61308
POLICE,42264
STREETS & SAN,65894
HEALTH,88596
POLICE,67704
FIRE,107064
CULTURAL AFFAIRS,97416
POLICE,77238
POLICE,111096
FINANCE,88140
TRANSPORTN,91104
OEMC,77784
POLICE,82878
FIRE,109614
STREETS & SAN,65894
POLICE,77238
POLICE,77238
POLICE,77238
AVIATION,73216
FIRE,72780
FIRE,78354
POLICE,77238
OEMC,70884
FIRE,81096
FIRE,87756
POLICE,77238
POLICE,71040
AVIATION,70408
WATER MGMNT,73216
REVENUE,44568
COMMUNITY DEVELOPMENT,88812
OEMC,88812
WATER MGMNT,82638
POLICE,83562
POLICE,74628
POLICE,121530
POLICE,80808
AVIATION,86986
OEMC,66300
POLICE,77238
FIRE,78354
POLICE,82878
REVENUE,63440
POLICE,74628
POLICE,98766
FIRE,74628
POLICE,129096
POLICE,82878
POLICE,77238
POLICE,82878
COMMUNITY DEVELOPMENT,63276
WATER MGMNT,70408
CITY COUNCIL,110556
FIRE,103704
FIRE,96366
POLICE,77238
FIRE,121530
POLICE,83916
FIRE,93000
POLICE,77238
FIRE,88140
POLICE,74628
FLEET MANAGEMNT,84032
POLICE,77238
POLICE,86508
POLICE,19313
FIRE,86508
POLICE,79926
STREETS & SAN,65894
PUBLIC LIBRARY,88140
POLICE,79926
FIRE,80214
FIRE,80862
POLICE,77238
POLICE,77238
CITY COUNCIL,51696
REVENUE,69720
HEALTH,134820
FIRE,77238
FIRE,89838
FAMILY & SUPPORT,8580
FAMILY & SUPPORT,2756
POLICE,77238
HEALTH,88140
POLICE,86508
POLICE,92778
WATER MGMNT,95680
INSPECTOR GEN,107964
OEMC,56880
POLICE,43104
POLICE,79926
POLICE,95694
STREETS & SAN,65894
POLICE,74628
POLICE,98766
PUBLIC LIBRARY,60792
POLICE,89646
GENERAL SERVICES,104562
POLICE,79926
FIRE,78354
POLICE,83562
LAW,81948
POLICE,77238
POLICE,86508
FIRE,78354
POLICE,80862
FIRE,83148
POLICE,74628
TRANSPORTN,96276
POLICE,98766
STREETS & SAN,71469
STREETS & SAN,46134
FIRE,83148
HEALTH,55872
POLICE,85278
POLICE,82878
POLICE,60918
FIRE,78354
FLEET MANAGEMNT,89773
POLICE,98766
POLICE,79926
FLEET MANAGEMNT,89773
FIRE,87294
FIRE,86508
GENERAL SERVICES,96768
FIRE,96366
POLICE,79926
STREETS & SAN,71469
POLICE,77238
FIRE,83562
TRANSPORTN,73216
POLICE,16047
POLICE,77238
AVIATION,77292
FIRE,86460
POLICE,79926
GENERAL SERVICES,31824
FIRE,49992
ENVIRONMENT,61308
FIRE,89838
FIRE,67704
POLICE,101958
BUILDINGS,76536
POLICE,82878
POLICE,79926
POLICE,77238
POLICE,82878
FIRE,103704
POLICE,74628
CITY COUNCIL,58464
WATER MGMNT,107952
STREETS & SAN,81000
POLICE,71040
STREETS & SAN,81000
POLICE,74628
POLICE,74628
POLICE,98766
FIRE,86460
WATER MGMNT,73216
POLICE,58548
BOARD OF ELECTION,31488
POLICE,15319
POLICE,77238
POLICE,74628
POLICE,74628
STREETS & SAN,65894
FAMILY & SUPPORT,62640
FAMILY & SUPPORT,2756
POLICE,21268
COMMUNITY DEVELOPMENT,64248
FLEET MANAGEMNT,42432
PUBLIC LIBRARY,111996
POLICE,82878
OEMC,71172
POLICE,71040
POLICE,89646
HEALTH,70380
POLICE,89646
WATER MGMNT,73216
BOARD OF ELECTION,56592
POLICE,86508
POLICE,77238
POLICE,79926
POLICE,79926
POLICE,79926
CITY CLERK,61308
OEMC,18886
REVENUE,55872
OEMC,18886
OEMC,67656
POLICE,79926
POLICE,77238
POLICE,77238
FIRE,53340
FIRE,79926
REVENUE,48576
STREETS & SAN,70408
POLICE,92268
POLICE,82878
TRANSPORTN,79040
AVIATION,82638
POLICE,77238
POLICE,74628
FIRE,79926
POLICE,82878
POLICE,83916
FIRE,83148
POLICE,48576
OEMC,70464
TRANSPORTN,73216
POLICE,60918
POLICE,77238
WATER MGMNT,70408
LAW,61308
FIRE,79926
BOARD OF ELECTION,42180
POLICE,14633
HEALTH,116904
WATER MGMNT,84032
POLICE,92778
POLICE,74628
HEALTH,70380
POLICE,71040
POLICE,74628
POLICE,74628
POLICE,74628
POLICE,105018
POLICE,79926
FAMILY & SUPPORT,2756
POLICE,92778
WATER MGMNT,73216
AVIATION,61506
STREETS & SAN,65894
STREETS & SAN,70408
POLICE,89646
POLICE,74628
HEALTH,103740
FAMILY & SUPPORT,48108
WATER MGMNT,73216
FIRE,83148
PUBLIC LIBRARY,80808
FIRE,109614
WATER MGMNT,70408
POLICE,74628
FAMILY & SUPPORT,2756
LAW,57948
LAW,88812
FLEET MANAGEMNT,63276
POLICE,79926
POLICE,83562
POLICE,79926
POLICE,80862
STREETS & SAN,55872
FLEET MANAGEMNT,89773
POLICE,77238
FAMILY & SUPPORT,62640
STREETS & SAN,46428
PUBLIC LIBRARY,11471
OEMC,70884
FIRE,103704
TREASURER,118200
FAMILY & SUPPORT,18200
POLICE,77238
POLICE,60408
FIRE,73752
POLICE,79926
HEALTH,61308
PUBLIC LIBRARY,46428
STREETS & SAN,55044
POLICE,95694
POLICE,67704
FIRE,77238
FAMILY & SUPPORT,9516
STREETS & SAN,70408
FLEET MANAGEMNT,89773
FIRE,83148
WATER MGMNT,82638
PUBLIC LIBRARY,73932
FIRE,77238
POLICE,98766
POLICE,15319
POLICE,92268
TRANSPORTN,83616
POLICE,74628
POLICE,77238
PUBLIC LIBRARY,40368
WATER MGMNT,91520
FIRE,131406
POLICE,77238
STREETS & SAN,65894
LAW,60324
REVENUE,88872
POLICE,77238
TRANSPORTN,64248
POLICE,64596
FIRE,81096
FIRE,120228
FIRE,83562
FINANCE,66960
POLICE,77238
WATER MGMNT,73216
POLICE,79926
POLICE,71040
TRANSPORTN,96574
STREETS & SAN,65894
STREETS & SAN,65894
POLICE,92268
POLICE,77238
FAMILY & SUPPORT,2756
POLICE,74628
POLICE,77238
FIRE,87756
PUBLIC LIBRARY,66300
FIRE,78354
POLICE,79926
POLICE,79926
POLICE,74628
LAW,61980
PUBLIC LIBRARY,54564
POLICE,74628
POLICE,77238
POLICE,98766
TRANSPORTN,84760
FIRE,74628
FAMILY & SUPPORT,64248
POLICE,16806
OEMC,51216
POLICE,74628
FIRE,78354
STREETS & SAN,85800
POLICE,77238
COMMUNITY DEVELOPMENT,92064
POLICE,74628
POLICE,13832
WATER MGMNT,73216
BOARD OF ETHICS,125532
MAYOR'S OFFICE,40008
FIRE,81096
STREETS & SAN,74277
BUDGET & MGMT,110880
BUDGET & MGMT,95832
AVIATION,84802
FAMILY & SUPPORT,48576
POLICE,74628
FAMILY & SUPPORT,81000
FIRE,114498
WATER MGMNT,80904
BUILDINGS,91957
POLICE,74628
POLICE,79926
REVENUE,42516
POLICE,82878
POLICE,79926
POLICE,77238
POLICE,83916
POLICE,86508
POLICE,79926
POLICE,79926
FIRE,79926
POLICE,79926
POLICE,74628
FIRE,71082
POLICE,74628
POLICE,79926
FIRE,83562
POLICE,71040
PUBLIC LIBRARY,58548
POLICE,61308
STREETS & SAN,65894
POLICE,77238
FAMILY & SUPPORT,57084
PUBLIC LIBRARY,50436
POLICE,79926
HEALTH,80376
POLICE,82878
POLICE,71040
POLICE,82878
OEMC,41856
POLICE,71040
FAMILY & SUPPORT,80808
COMMUNITY DEVELOPMENT,111996
POLICE,15153
POLICE,82878
POLICE,74628
AVIATION,21258
POLICE,111096
FIRE,83148
AVIATION,21258
FIRE,103704
PUBLIC LIBRARY,48576
AVIATION,84032
AVIATION,70408
POLICE,79926
POLICE,74628
POLICE,77238
POLICE,89646
BUSINESS AFFAIRS,97416
GENERAL SERVICES,84032
OEMC,70408
WATER MGMNT,73216
GENERAL SERVICES,40019
DoIT,73980
AVIATION,70408
FIRE,83148
POLICE,86508
GENERAL SERVICES,86986
POLICE,92268
POLICE,79926
POLICE,77238
POLICE,95694
POLICE,82878
POLICE,77238
FIRE,83922
POLICE,79926
POLICE,98766
POLICE,73848
POLICE,98766
POLICE,71040
POLICE,79926
PUBLIC LIBRARY,108444
CITY COUNCIL,42396
POLICE,15319
STREETS & SAN,64248
POLICE,77238
POLICE,74628
DoIT,46428
POLICE,77238
FIRE,86460
FIRE,103704
TRANSPORTN,53340
CITY CLERK,50952
BUILDINGS,70464
HEALTH,80916
POLICE,101958
POLICE,111096
POLICE,77238
POLICE,16806
TRANSPORTN,104562
FIRE,83148
TRANSPORTN,84968
FIRE,71082
STREETS & SAN,101040
AVIATION,56208
STREETS & SAN,70408
FIRE,87294
TRANSPORTN,81000
POLICE,74628
POLICE,79926
POLICE,74628
POLICE,107820
POLICE,101958
POLICE,117384
OEMC,84032
FIRE,89838
STREETS & SAN,67808
PUBLIC LIBRARY,46428
POLICE,77238
STREETS & SAN,80256
FIRE,114498
PUBLIC LIBRARY,118740
FIRE,90774
LAW,121752
LAW,66444
POLICE,101958
WATER MGMNT,91520
POLICE,74628
GENERAL SERVICES,86986
POLICE,92778
POLICE,98766
POLICE,82878
FIRE,78354
FIRE,78354
POLICE,82878
FIRE,101958
AVIATION,84802
TRANSPORTN,105828
POLICE,77238
FIRE,77238
POLICE,101958
WATER MGMNT,73216
POLICE,92778
POLICE,77238
POLICE,89646
POLICE,107820
POLICE,85278
POLICE,50952
POLICE,82878
LAW,116460
POLICE,55872
FIRE,79926
STREETS & SAN,46134
FIRE,120228
POLICE,79926
FIRE,78354
FIRE,83922
STREETS & SAN,71469
STREETS & SAN,46134
PUBLIC LIBRARY,54564
OEMC,64596
POLICE,74628
STREETS & SAN,65894
POLICE,43104
POLICE,82878
POLICE,61692
FIRE,77238
FIRE,77238
POLICE,15319
WATER MGMNT,61610
GENERAL SERVICES,40019
POLICE,79926
HEALTH,46428
TRANSPORTN,70408
REVENUE,80100
TRANSPORTN,73216
TRANSPORTN,138492
STREETS & SAN,70408
WATER MGMNT,93808
STREETS & SAN,46134
COMMUNITY DEVELOPMENT,67296
GENERAL SERVICES,27872
POLICE,15153
POLICE,95694
POLICE,77238
POLICE,60918
POLICE,79926
GENERAL SERVICES,89440
CULTURAL AFFAIRS,57084
FIRE,71082
POLICE,77238
POLICE,74628
FLEET MANAGEMNT,91152
ENVIRONMENT,59436
OEMC,83772
WATER MGMNT,67296
FIRE,83148
FIRE,81000
POLICE,79926
OEMC,18886
COMMUNITY DEVELOPMENT,60408
TRANSPORTN,73216
FIRE,131406
POLICE,79926
POLICE,92778
FIRE,94134
AVIATION,70408
WATER MGMNT,95680
POLICE,79926
POLICE,77238
FIRE,83148
AVIATION,84032
FAMILY & SUPPORT,2756
WATER MGMNT,91520
POLICE,82878
FIRE,86508
BOARD OF ELECTION,51312
FIRE,74628
FIRE,69210
FIRE,71082
FLEET MANAGEMNT,89440
FIRE,86460
WATER MGMNT,73216
POLICE,77238
OEMC,55872
POLICE,83562
PUBLIC LIBRARY,60792
POLICE,79926
POLICE,77238
PUBLIC LIBRARY,80808
BUSINESS AFFAIRS,73848
WATER MGMNT,93808
FIRE,71082
WATER MGMNT,91520
FIRE,81096
POLICE,74628
PUBLIC LIBRARY,88140
POLICE,71040
POLICE,74628
TRANSPORTN,102060
FAMILY & SUPPORT,8580
GENERAL SERVICES,84802
POLICE,85278
BUILDINGS,70380
POLICE,13832
POLICE,77238
POLICE,79926
AVIATION,38584
FIRE,114498
POLICE,74628
HEALTH,143915
FIRE,89646
OEMC,18886
POLICE,74628
TRANSPORTN,82347
POLICE,86508
STREETS & SAN,53340
POLICE,95694
POLICE,71040
POLICE,71040
POLICE,77238
PUBLIC LIBRARY,60408
POLICE,19313
TRANSPORTN,104853
STREETS & SAN,70054
FAMILY & SUPPORT,67296
POLICE,15319
REVENUE,69720
REVENUE,80808
PUBLIC LIBRARY,88140
WATER MGMNT,73216
POLICE,74628
OEMC,99108
POLICE,77238
POLICE,21268
FAMILY & SUPPORT,2756
POLICE,74628
POLICE,77238
FIRE,69210
OEMC,18886
POLICE,74628
POLICE,9360
AVIATION,38584
POLICE,82878
WATER MGMNT,82638
FIRE,103704
STREETS & SAN,70408
STREETS & SAN,70408
TRANSPORTN,104562
FIRE,120228
FIRE,81096
POLICE,82878
POLICE,79926
FIRE,86922
FAMILY & SUPPORT,34764
POLICE,74628
HEALTH,55872
STREETS & SAN,70408
STREETS & SAN,65894
HEALTH,67296
POLICE,111096
REVENUE,67296
POLICE,74628
HEALTH,40368
POLICE,89646
TRANSPORTN,55872
FAMILY & SUPPORT,2756
OEMC,18886
STREETS & SAN,65894
POLICE,79926
FIRE,81096
GENERAL SERVICES,79040
TRANSPORTN,84760
BUDGET & MGMT,100692
REVENUE,44568
POLICE,101958
WATER MGMNT,73848
FIRE,79926
POLICE,83562
POLICE,74628
POLICE,77238
POLICE,95694
STREETS & SAN,65894
POLICE,98766
POLICE,77238
POLICE,77238
POLICE,79926
POLICE,82878
POLICE,92778
POLICE,98766
AVIATION,70408
POLICE,74628
POLICE,74628
FIRE,131406
POLICE,74628
POLICE,74628
FIRE,107064
POLICE,111096
POLICE,89802
ANIMAL CONTRL,59796
POLICE,77238
CITY COUNCIL,88668
POLICE,77238
FIRE,120228
WATER MGMNT,61610
POLICE,79926
POLICE,74628
POLICE,74628
POLICE,74628
POLICE,74628
FIRE,83148
PUBLIC LIBRARY,40368
OEMC,18886
POLICE,16806
STREETS & SAN,65894
FINANCE,64248
HEALTH,80016
FIRE,40368
POLICE,83562
HEALTH,120284
POLICE,98766
POLICE,15319
POLICE,79926
OEMC,18886
POLICE,79926
POLICE,17618
POLICE,97416
FIRE,96870
POLICE,98766
FIRE,78354
REVENUE,53628
POLICE,71040
POLICE BOARD,57648
PUBLIC LIBRARY,14706
HEALTH,52824
HEALTH,80916
POLICE,79926
FIRE,87756
WATER MGMNT,73216
TRANSPORTN,93808
HEALTH,50952
AVIATION,95680
POLICE,77238
POLICE,82878
POLICE,98766
AVIATION,79040
AVIATION,77292
POLICE,77238
POLICE,77238
POLICE,74628
POLICE,79926
POLICE,92268
BUILDINGS,114765
STREETS & SAN,70408
HEALTH,88476
FIRE,71082
PUBLIC LIBRARY,63216
POLICE,74628
POLICE,89646
POLICE,79926
POLICE,77238
POLICE,101958
POLICE,154932
GENERAL SERVICES,84032
FLEET MANAGEMNT,100048
POLICE,74628
FAMILY & SUPPORT,55308
AVIATION,53628
POLICE,89646
POLICE,98766
POLICE,79926
POLICE,74628
POLICE,79926
FIRE,87756
AVIATION,21258
DISABILITIES,73932
FLEET MANAGEMNT,86070
POLICE,67704
POLICE,79926
POLICE,79926
AVIATION,70408
PUBLIC LIBRARY,60792
CITY COUNCIL,74328
FIRE,77238
FIRE,86460
POLICE,124542
POLICE,77238
FIRE,86508
FIRE,80214
POLICE,83916
FIRE,74628
POLICE,79926
POLICE,74628
AVIATION,148968
POLICE,83916
POLICE,77238
POLICE,74628
FIRE,74628
POLICE,74628
AVIATION,48576
FAMILY & SUPPORT,80916
FIRE,71082
POLICE,79926
POLICE,46428
FIRE,120228
POLICE,86508
POLICE,79926
POLICE,98766
POLICE,82878
OEMC,44568
POLICE,85278
POLICE,77238
POLICE,85278
STREETS & SAN,70408
TRANSPORTN,96276
FIRE,50436
INSPECTOR GEN,80916
POLICE,74628
FIRE,64374
FIRE,83148
TRANSPORTN,97536
WATER MGMNT,64248
POLICE,77238
FAMILY & SUPPORT,78420
PUBLIC LIBRARY,46428
POLICE,79926
POLICE,74628
POLICE,79926
LAW,96264
FIRE,93000
FIRE,125148
REVENUE,63440
FIRE,81096
WATER MGMNT,93808
TRANSPORTN,57648
POLICE,83916
FIRE,67596
WATER MGMNT,70408
HEALTH,70408
AVIATION,38184
CITY COUNCIL,60408
WATER MGMNT,93840
FLEET MANAGEMNT,84032
POLICE,77238
POLICE,42264
POLICE,74628
POLICE,48576
POLICE,60918
POLICE,79926
POLICE,87048
WATER MGMNT,39504
POLICE,95694
STREETS & SAN,58548
PUBLIC LIBRARY,52824
POLICE,79926
POLICE,85278
POLICE,81000
FLEET MANAGEMNT,65894
CITY COUNCIL,30732
POLICE,77238
FLEET MANAGEMNT,84032
FIRE,77238
FIRE,116664
FIRE,96870
POLICE,71040
POLICE,79926
POLICE,13832
REVENUE,44568
HEALTH,46428
FIRE,77238
FIRE,77238
FIRE,114498
POLICE,77238
WATER MGMNT,84032
OEMC,18886
POLICE,58860
POLICE,89646
FIRE,74628
FLEET MANAGEMNT,86070
POLICE,98766
POLICE,74628
COMMUNITY DEVELOPMENT,112332
WATER MGMNT,84780
FLEET MANAGEMNT,73848
FLEET MANAGEMNT,80904
PUBLIC LIBRARY,44280
STREETS & SAN,46428
CITY CLERK,53340
POLICE,53340
AVIATION,61692
POLICE,77238
POLICE,16047
OEMC,59796
OEMC,18886
TRANSPORTN,73216
POLICE,81090
POLICE,87048
OEMC,18886
POLICE,74628
POLICE,98766
TRANSPORTN,70408
STREETS & SAN,79040
POLICE,98766
COMMUNITY DEVELOPMENT,92064
OEMC,61692
REVENUE,80808
STREETS & SAN,65894
REVENUE,44568
POLICE,79926
POLICE,89646
POLICE,77238
AVIATION,80916
POLICE,77238
POLICE,79926
WATER MGMNT,73216
STREETS & SAN,65894
POLICE,79926
REVENUE,55872
POLICE,43104
POLICE,95694
POLICE,79926
AVIATION,61506
POLICE,17618
POLICE,74628
FIRE,131406
FIRE,83562
TRANSPORTN,70464
FIRE,87756
BUDGET & MGMT,77280
POLICE,79926
POLICE,85278
OEMC,18886
STREETS & SAN,83940
BUILDINGS,96276
FIRE,78354
POLICE,87048
POLICE,74628
AVIATION,61506
POLICE,82878
POLICE,17618
BUILDINGS,96408
POLICE,74628
POLICE,79926
POLICE,77238
FIRE,78354
FIRE,81096
WATER MGMNT,61308
FIRE,67596
POLICE,82878
WATER MGMNT,82638
POLICE,79926
POLICE,77238
WATER MGMNT,70408
COMMUNITY DEVELOPMENT,64248
POLICE,77238
HEALTH,46428
POLICE,16047
STREETS & SAN,65894
OEMC,18886
OEMC,18886
POLICE,74628
FIRE,83562
FIRE,67596
CITY COUNCIL,54288
OEMC,113172
WATER MGMNT,86986
WATER MGMNT,81182
POLICE,14487
FIRE,103704
POLICE,82878
GENERAL SERVICES,104374
FIRE,83148
POLICE,74628
POLICE,79926
AVIATION,70408
FIRE,79926
POLICE,74628
FIRE,77238
POLICE,98766
POLICE,79926
HEALTH,83604
AVIATION,67656
TRANSPORTN,67296
POLICE,79926
BOARD OF ELECTION,99108
BOARD OF ELECTION,62340
POLICE,83916
POLICE,77238
POLICE,71040
FIRE,83562
STREETS & SAN,39541
POLICE,74628
OEMC,84968
STREETS & SAN,65894
POLICE,101958
OEMC,18886
POLICE,38568
POLICE,77238
POLICE,74628
FIRE,83562
PUBLIC LIBRARY,31680
FLEET MANAGEMNT,89773
FIRE,83028
PUBLIC LIBRARY,80808
POLICE,74628
POLICE,74628
BOARD OF ELECTION,69684
IPRA,77292
HEALTH,93048
POLICE,82878
POLICE,79926
FAMILY & SUPPORT,8580
POLICE,74628
FAMILY & SUPPORT,50436
STREETS & SAN,65894
POLICE,60918
POLICE,86508
POLICE,74628
STREETS & SAN,65894
AVIATION,94848
WATER MGMNT,70408
WATER MGMNT,73932
FIRE,147438
REVENUE,67224
REVENUE,38748
STREETS & SAN,65894
POLICE,19313
TRANSPORTN,73216
POLICE,89646
OEMC,18886
FIRE,67596
PUBLIC LIBRARY,36780
OEMC,18886
STREETS & SAN,65894
OEMC,18886
POLICE,17618
FIRE,79926
CULTURAL AFFAIRS,102060
PUBLIC LIBRARY,73848
POLICE,74628
BOARD OF ELECTION,76116
POLICE,77238
OEMC,18886
POLICE,77238
BOARD OF ELECTION,51312
FIRE,78354
FIRE,81096
FINANCE,10400
BOARD OF ELECTION,30012
TRANSPORTN,89773
HEALTH,67296
WATER MGMNT,61308
HUMAN RESOURCES,88812
POLICE,71040
OEMC,18886
POLICE,79926
FIRE,78354
BUILDINGS,48576
BUILDINGS,54492
OEMC,18886
POLICE,74628
POLICE,74628
FIRE,67596
FIRE,81096
WATER MGMNT,91520
TRANSPORTN,84032
POLICE,98766
POLICE,82878
POLICE,79926
FIRE,83148
POLICE,101958
POLICE,60918
POLICE,79926
POLICE,92778
WATER MGMNT,89773
FIRE,162012
POLICE,77238
STREETS & SAN,46134
POLICE,74628
POLICE,74628
POLICE,92268
FIRE,120228
WATER MGMNT,84032
PUBLIC LIBRARY,11471
POLICE,82878
POLICE,74628
HEALTH,97416
STREETS & SAN,65894
PROCUREMENT,82524
OEMC,18886
OEMC,18886
POLICE,74628
POLICE,77238
POLICE,16047
TRANSPORTN,84802
POLICE,71040
FIRE,81096
FIRE,120228
HEALTH,67308
POLICE,82878
AVIATION,58548
TRANSPORTN,73216
POLICE,79926
POLICE,82878
STREETS & SAN,65894
FIRE,76512
POLICE,89646
TRANSPORTN,64248
STREETS & SAN,70408
FIRE,79926
STREETS & SAN,91104
STREETS & SAN,65894
POLICE,18439
FIRE,64374
POLICE,82878
REVENUE,53340
COMMUNITY DEVELOPMENT,73020
HEALTH,73200
POLICE,79926
POLICE,79926
POLICE,77238
PUBLIC LIBRARY,36432
STREETS & SAN,65894
STREETS & SAN,102060
POLICE,89646
HEALTH,60408
POLICE,74628
